score;completeness;rescuebot_action;rescuebot_location;raul_action;raul_location;world_nr;tick_nr
0;0.0;;(8, 9);;(8, 9);1;1583
0;0.0;;(8, 9);;(8, 9);1;1584
0;0.0;;(8, 9);;(8, 9);1;1585
0;0.0;;(8, 9);;(8, 9);1;1586
0;0.0;;(8, 9);;(8, 9);1;1587
0;0.0;;(8, 9);;(8, 9);1;1588
0;0.0;;(8, 9);MoveNorth;(8, 8);1;1589
0;0.0;;(8, 9);;(8, 8);1;1590
0;0.0;;(8, 9);;(8, 8);1;1591
0;0.0;;(8, 9);;(8, 8);1;1592
0;0.0;;(8, 9);;(8, 8);1;1593
0;0.0;;(8, 9);MoveEast;(9, 8);1;1594
0;0.0;;(8, 9);;(9, 8);1;1595
0;0.0;;(8, 9);MoveEast;(10, 8);1;1596
0;0.0;;(8, 9);MoveNorth;(10, 8);1;1597
0;0.0;;(8, 9);;(10, 8);1;1598
0;0.0;;(8, 9);;(10, 8);1;1599
0;0.0;;(8, 9);;(10, 8);1;1600
0;0.0;;(8, 9);;(10, 8);1;1601
0;0.0;;(8, 9);;(10, 8);1;1602
0;0.0;;(8, 9);;(10, 8);1;1603
0;0.0;;(8, 9);;(10, 8);1;1604
0;0.0;;(8, 9);;(10, 8);1;1605
0;0.0;;(8, 9);MoveWest;(9, 8);1;1606
0;0.0;;(8, 9);;(9, 8);1;1607
0;0.0;;(8, 9);;(9, 8);1;1608
0;0.0;;(8, 9);;(9, 8);1;1609
0;0.0;;(8, 9);;(9, 8);1;1610
0;0.0;;(8, 9);;(9, 8);1;1611
0;0.0;;(8, 9);;(9, 8);1;1612
0;0.0;;(8, 9);MoveNorth;(9, 7);1;1613
0;0.0;;(8, 9);;(9, 7);1;1614
0;0.0;;(8, 9);;(9, 7);1;1615
0;0.0;;(8, 9);;(9, 7);1;1616
0;0.0;;(8, 9);MoveNorth;(9, 6);1;1617
0;0.0;;(8, 9);;(9, 6);1;1618
0;0.0;;(8, 9);;(9, 6);1;1619
0;0.0;;(8, 9);;(9, 6);1;1620
0;0.0;;(8, 9);;(9, 6);1;1621
0;0.0;;(8, 9);MoveEast;(10, 6);1;1622
0;0.0;;(8, 9);;(10, 6);1;1623
0;0.0;;(8, 9);;(10, 6);1;1624
0;0.0;;(8, 9);;(10, 6);1;1625
0;0.0;;(8, 9);;(10, 6);1;1626
0;0.0;;(8, 9);;(10, 6);1;1627
0;0.0;;(8, 9);MoveEast;(10, 6);1;1628
0;0.0;;(8, 9);MoveEast;(10, 6);1;1629
0;0.0;;(8, 9);MoveEast;(10, 6);1;1630
0;0.0;;(8, 9);MoveEast;(10, 6);1;1631
0;0.0;;(8, 9);MoveEast;(10, 6);1;1632
0;0.0;;(8, 9);MoveEast;(11, 6);1;1633
0;0.0;;(8, 9);MoveEast;(11, 6);1;1634
0;0.0;;(8, 9);MoveEast;(11, 6);1;1635
0;0.0;;(8, 9);MoveEast;(11, 6);1;1636
0;0.0;;(8, 9);MoveEast;(11, 6);1;1637
0;0.0;;(8, 9);MoveEast;(11, 6);1;1638
0;0.0;;(8, 9);MoveEast;(12, 6);1;1639
0;0.0;;(8, 9);MoveEast;(12, 6);1;1640
0;0.0;;(8, 9);MoveEast;(12, 6);1;1641
0;0.0;;(8, 9);MoveEast;(12, 6);1;1642
0;0.0;;(8, 9);MoveEast;(12, 6);1;1643
0;0.0;;(8, 9);MoveEast;(12, 6);1;1644
0;0.0;;(8, 9);MoveEast;(13, 6);1;1645
0;0.0;;(8, 9);MoveEast;(14, 6);1;1646
0;0.0;;(8, 9);;(14, 6);1;1647
0;0.0;;(8, 9);;(14, 6);1;1648
0;0.0;;(8, 9);MoveEast;(15, 6);1;1649
0;0.0;;(8, 9);;(15, 6);1;1650
0;0.0;;(8, 9);;(15, 6);1;1651
0;0.0;;(8, 9);MoveEast;(16, 6);1;1652
0;0.0;;(8, 9);;(16, 6);1;1653
0;0.0;;(8, 9);MoveEast;(17, 6);1;1654
0;0.0;;(8, 9);;(17, 6);1;1655
0;0.0;;(8, 9);;(17, 6);1;1656
0;0.0;;(8, 9);;(17, 6);1;1657
0;0.0;;(8, 9);;(17, 6);1;1658
0;0.0;;(8, 9);MoveEast;(18, 6);1;1659
0;0.0;;(8, 9);;(18, 6);1;1660
0;0.0;;(8, 9);;(18, 6);1;1661
0;0.0;;(8, 9);;(18, 6);1;1662
0;0.0;;(8, 9);MoveEast;(19, 6);1;1663
0;0.0;;(8, 9);;(19, 6);1;1664
0;0.0;;(8, 9);MoveSouth;(19, 6);1;1665
0;0.0;;(8, 9);MoveSouth;(19, 6);1;1666
0;0.0;;(8, 9);MoveSouth;(19, 6);1;1667
0;0.0;;(8, 9);MoveSouth;(19, 6);1;1668
0;0.0;;(8, 9);MoveSouth;(19, 6);1;1669
0;0.0;;(8, 9);MoveSouth;(19, 7);1;1670
0;0.0;;(8, 9);MoveSouth;(19, 7);1;1671
0;0.0;;(8, 9);MoveSouth;(19, 7);1;1672
0;0.0;;(8, 9);MoveSouth;(19, 7);1;1673
0;0.0;;(8, 9);MoveSouth;(19, 7);1;1674
0;0.0;;(8, 9);MoveSouth;(19, 7);1;1675
0;0.0;;(8, 9);MoveSouth;(19, 8);1;1676
0;0.0;;(8, 9);;(19, 8);1;1677
0;0.0;;(8, 9);;(19, 8);1;1678
0;0.0;;(8, 9);MoveSouth;(19, 8);1;1679
0;0.0;;(8, 9);MoveSouth;(19, 8);1;1680
0;0.0;;(8, 9);MoveSouth;(19, 8);1;1681
0;0.0;;(8, 9);MoveSouth;(19, 8);1;1682
0;0.0;;(8, 9);MoveSouth;(19, 8);1;1683
0;0.0;;(8, 9);MoveSouth;(19, 9);1;1684
0;0.0;;(8, 9);MoveSouth;(19, 9);1;1685
0;0.0;;(8, 9);MoveSouth;(19, 9);1;1686
0;0.0;;(8, 9);MoveSouth;(19, 9);1;1687
0;0.0;;(8, 9);MoveSouth;(19, 9);1;1688
0;0.0;;(8, 9);MoveSouth;(19, 9);1;1689
0;0.0;;(8, 9);MoveSouth;(19, 10);1;1690
0;0.0;;(8, 9);MoveSouth;(19, 11);1;1691
0;0.0;;(8, 9);;(19, 11);1;1692
0;0.0;;(8, 9);;(19, 11);1;1693
0;0.0;;(8, 9);MoveEast;(20, 11);1;1694
0;0.0;;(8, 9);MoveEast;(21, 11);1;1695
0;0.0;;(8, 9);MoveEast;(22, 11);1;1696
0;0.0;;(8, 9);MoveEast;(23, 11);1;1697
0;0.0;;(8, 9);;(23, 11);1;1698
0;0.0;;(8, 9);;(23, 11);1;1699
0;0.0;;(8, 9);MoveEast;(23, 11);1;1700
0;0.0;;(8, 9);MoveEast;(23, 11);1;1701
0;0.0;;(8, 9);;(23, 11);1;1702
0;0.0;;(8, 9);MoveEast;(23, 11);1;1703
0;0.0;;(8, 9);;(23, 11);1;1704
0;0.0;;(8, 9);;(23, 11);1;1705
0;0.0;;(8, 9);MoveEast;(23, 11);1;1706
0;0.0;;(8, 9);;(23, 11);1;1707
0;0.0;;(8, 9);MoveEast;(23, 11);1;1708
0;0.0;;(8, 9);;(23, 11);1;1709
0;0.0;;(8, 9);;(23, 11);1;1710
0;0.0;;(8, 9);MoveWest;(22, 11);1;1711
0;0.0;;(8, 9);;(22, 11);1;1712
0;0.0;;(8, 9);;(22, 11);1;1713
0;0.0;;(8, 9);;(22, 11);1;1714
0;0.0;;(8, 9);;(22, 11);1;1715
0;0.0;;(8, 9);MoveEast;(23, 11);1;1716
0;0.0;;(8, 9);;(23, 11);1;1717
0;0.0;;(8, 9);;(23, 11);1;1718
0;0.0;;(8, 9);;(23, 11);1;1719
0;0.0;;(8, 9);;(23, 11);1;1720
0;0.0;;(8, 9);;(23, 11);1;1721
0;0.0;;(8, 9);;(23, 11);1;1722
0;0.0;;(8, 9);;(23, 11);1;1723
0;0.0;;(8, 9);;(23, 11);1;1724
0;0.0;;(8, 9);;(23, 11);1;1725
0;0.0;;(8, 9);;(23, 11);1;1726
0;0.0;;(8, 9);;(23, 11);1;1727
0;0.0;;(8, 9);;(23, 11);1;1728
0;0.0;;(8, 9);;(23, 11);1;1729
0;0.0;;(8, 9);;(23, 11);1;1730
0;0.0;;(8, 9);;(23, 11);1;1731
0;0.0;;(8, 9);;(23, 11);1;1732
0;0.0;;(8, 9);;(23, 11);1;1733
0;0.0;;(8, 9);;(23, 11);1;1734
0;0.0;;(8, 9);;(23, 11);1;1735
0;0.0;;(8, 9);;(23, 11);1;1736
0;0.0;;(8, 9);;(23, 11);1;1737
0;0.0;;(8, 9);;(23, 11);1;1738
0;0.0;;(8, 9);;(23, 11);1;1739
0;0.0;;(8, 9);;(23, 11);1;1740
0;0.0;;(8, 9);;(23, 11);1;1741
0;0.0;;(8, 9);;(23, 11);1;1742
0;0.0;;(8, 9);;(23, 11);1;1743
0;0.0;;(8, 9);;(23, 11);1;1744
0;0.0;;(8, 9);;(23, 11);1;1745
0;0.0;;(8, 9);;(23, 11);1;1746
0;0.0;;(8, 9);;(23, 11);1;1747
0;0.0;;(8, 9);;(23, 11);1;1748
0;0.0;;(8, 9);;(23, 11);1;1749
0;0.0;;(8, 9);;(23, 11);1;1750
0;0.0;;(8, 9);;(23, 11);1;1751
0;0.0;;(8, 9);;(23, 11);1;1752
0;0.0;;(8, 9);;(23, 11);1;1753
0;0.0;;(8, 9);;(23, 11);1;1754
0;0.0;;(8, 9);;(23, 11);1;1755
0;0.0;;(8, 9);;(23, 11);1;1756
0;0.0;;(8, 9);;(23, 11);1;1757
0;0.0;;(8, 9);;(23, 11);1;1758
0;0.0;;(8, 9);;(23, 11);1;1759
0;0.0;;(8, 9);;(23, 11);1;1760
0;0.0;;(8, 9);;(23, 11);1;1761
0;0.0;;(8, 9);;(23, 11);1;1762
0;0.0;;(8, 9);;(23, 11);1;1763
0;0.0;;(8, 9);;(23, 11);1;1764
0;0.0;;(8, 9);;(23, 11);1;1765
0;0.0;;(8, 9);;(23, 11);1;1766
0;0.0;;(8, 9);;(23, 11);1;1767
0;0.0;;(8, 9);;(23, 11);1;1768
0;0.0;;(8, 9);;(23, 11);1;1769
0;0.0;;(8, 9);;(23, 11);1;1770
0;0.0;;(8, 9);;(23, 11);1;1771
0;0.0;;(8, 9);;(23, 11);1;1772
6;0.125;;(23, 11);DropObjectTogether;(23, 11);1;1773
6;0.125;MoveWest;(23, 11);;(23, 11);1;1774
6;0.125;MoveWest;(23, 11);;(23, 11);1;1775
6;0.125;MoveWest;(23, 11);;(23, 11);1;1776
6;0.125;MoveWest;(23, 11);;(23, 11);1;1777
6;0.125;MoveWest;(23, 11);;(23, 11);1;1778
6;0.125;MoveWest;(23, 11);;(23, 11);1;1779
6;0.125;MoveWest;(23, 11);;(23, 11);1;1780
6;0.125;MoveWest;(23, 11);;(23, 11);1;1781
6;0.125;MoveWest;(22, 11);;(23, 11);1;1782
6;0.125;MoveNorthWest;(22, 11);;(23, 11);1;1783
6;0.125;MoveNorthWest;(22, 11);;(23, 11);1;1784
6;0.125;MoveNorthWest;(22, 11);;(23, 11);1;1785
6;0.125;MoveNorthWest;(22, 11);;(23, 11);1;1786
6;0.125;MoveNorthWest;(22, 11);;(23, 11);1;1787
6;0.125;MoveNorthWest;(22, 11);;(23, 11);1;1788
6;0.125;MoveNorthWest;(22, 11);MoveWest;(22, 11);1;1789
6;0.125;MoveNorthWest;(22, 11);;(22, 11);1;1790
6;0.125;MoveNorthWest;(21, 10);;(22, 11);1;1791
6;0.125;MoveNorthWest;(21, 10);;(22, 11);1;1792
6;0.125;MoveNorthWest;(21, 10);;(22, 11);1;1793
6;0.125;MoveNorthWest;(21, 10);;(22, 11);1;1794
6;0.125;MoveNorthWest;(21, 10);;(22, 11);1;1795
6;0.125;MoveNorthWest;(21, 10);;(22, 11);1;1796
6;0.125;MoveNorthWest;(21, 10);;(22, 11);1;1797
6;0.125;MoveNorthWest;(21, 10);;(22, 11);1;1798
6;0.125;MoveNorthWest;(21, 10);;(22, 11);1;1799
6;0.125;MoveNorthWest;(20, 9);;(22, 11);1;1800
6;0.125;MoveNorthWest;(20, 9);;(22, 11);1;1801
6;0.125;MoveNorthWest;(20, 9);;(22, 11);1;1802
6;0.125;MoveNorthWest;(20, 9);;(22, 11);1;1803
6;0.125;MoveNorthWest;(20, 9);;(22, 11);1;1804
6;0.125;MoveNorthWest;(20, 9);;(22, 11);1;1805
6;0.125;MoveNorthWest;(20, 9);;(22, 11);1;1806
6;0.125;MoveNorthWest;(20, 9);;(22, 11);1;1807
6;0.125;MoveNorthWest;(20, 9);;(22, 11);1;1808
6;0.125;MoveNorthWest;(19, 8);;(22, 11);1;1809
6;0.125;MoveNorthWest;(19, 8);;(22, 11);1;1810
6;0.125;MoveNorthWest;(19, 8);;(22, 11);1;1811
6;0.125;MoveNorthWest;(19, 8);;(22, 11);1;1812
6;0.125;MoveNorthWest;(19, 8);;(22, 11);1;1813
6;0.125;MoveNorthWest;(19, 8);;(22, 11);1;1814
6;0.125;MoveNorthWest;(19, 8);;(22, 11);1;1815
6;0.125;MoveNorthWest;(19, 8);;(22, 11);1;1816
6;0.125;MoveNorthWest;(19, 8);;(22, 11);1;1817
6;0.125;MoveNorthWest;(19, 8);;(22, 11);1;1818
6;0.125;MoveNorthWest;(19, 8);;(22, 11);1;1819
6;0.125;MoveNorthWest;(19, 8);;(22, 11);1;1820
6;0.125;MoveNorthWest;(19, 8);;(22, 11);1;1821
6;0.125;MoveNorthWest;(19, 8);;(22, 11);1;1822
6;0.125;MoveNorthWest;(18, 7);;(22, 11);1;1823
6;0.125;MoveNorthWest;(18, 7);;(22, 11);1;1824
6;0.125;MoveNorthWest;(18, 7);;(22, 11);1;1825
6;0.125;MoveNorthWest;(18, 7);;(22, 11);1;1826
6;0.125;MoveNorthWest;(18, 7);;(22, 11);1;1827
6;0.125;MoveNorthWest;(18, 7);;(22, 11);1;1828
6;0.125;MoveNorthWest;(18, 7);;(22, 11);1;1829
6;0.125;MoveNorthWest;(18, 7);;(22, 11);1;1830
6;0.125;MoveNorthWest;(18, 7);;(22, 11);1;1831
6;0.125;MoveNorthWest;(17, 6);;(22, 11);1;1832
6;0.125;MoveWest;(17, 6);;(22, 11);1;1833
6;0.125;MoveWest;(17, 6);;(22, 11);1;1834
6;0.125;MoveWest;(17, 6);;(22, 11);1;1835
6;0.125;MoveWest;(17, 6);;(22, 11);1;1836
6;0.125;MoveWest;(17, 6);;(22, 11);1;1837
6;0.125;MoveWest;(17, 6);;(22, 11);1;1838
6;0.125;MoveWest;(17, 6);;(22, 11);1;1839
6;0.125;MoveWest;(17, 6);;(22, 11);1;1840
6;0.125;MoveWest;(16, 6);;(22, 11);1;1841
6;0.125;MoveWest;(16, 6);;(22, 11);1;1842
6;0.125;MoveWest;(16, 6);;(22, 11);1;1843
6;0.125;MoveWest;(16, 6);;(22, 11);1;1844
6;0.125;MoveWest;(16, 6);;(22, 11);1;1845
6;0.125;MoveWest;(16, 6);;(22, 11);1;1846
6;0.125;MoveWest;(16, 6);;(22, 11);1;1847
6;0.125;MoveWest;(16, 6);;(22, 11);1;1848
6;0.125;MoveWest;(16, 6);;(22, 11);1;1849
6;0.125;MoveWest;(15, 6);;(22, 11);1;1850
6;0.125;MoveWest;(15, 6);;(22, 11);1;1851
6;0.125;MoveWest;(15, 6);;(22, 11);1;1852
6;0.125;MoveWest;(15, 6);;(22, 11);1;1853
6;0.125;MoveWest;(15, 6);;(22, 11);1;1854
6;0.125;MoveWest;(15, 6);;(22, 11);1;1855
6;0.125;MoveWest;(15, 6);;(22, 11);1;1856
6;0.125;MoveWest;(15, 6);;(22, 11);1;1857
6;0.125;MoveWest;(15, 6);;(22, 11);1;1858
6;0.125;MoveWest;(14, 6);;(22, 11);1;1859
6;0.125;MoveWest;(14, 6);;(22, 11);1;1860
6;0.125;MoveWest;(14, 6);;(22, 11);1;1861
6;0.125;MoveWest;(14, 6);;(22, 11);1;1862
6;0.125;MoveWest;(14, 6);;(22, 11);1;1863
6;0.125;MoveWest;(14, 6);MoveWest;(21, 11);1;1864
6;0.125;MoveWest;(14, 6);MoveWest;(20, 11);1;1865
6;0.125;MoveWest;(14, 6);;(20, 11);1;1866
6;0.125;MoveWest;(14, 6);;(20, 11);1;1867
6;0.125;MoveWest;(13, 6);;(20, 11);1;1868
6;0.125;MoveWest;(13, 6);MoveSouth;(20, 12);1;1869
6;0.125;MoveWest;(13, 6);;(20, 12);1;1870
6;0.125;MoveWest;(13, 6);;(20, 12);1;1871
6;0.125;MoveWest;(13, 6);;(20, 12);1;1872
6;0.125;MoveWest;(13, 6);;(20, 12);1;1873
6;0.125;MoveWest;(13, 6);MoveSouth;(20, 13);1;1874
6;0.125;MoveWest;(13, 6);;(20, 13);1;1875
6;0.125;MoveWest;(13, 6);;(20, 13);1;1876
6;0.125;MoveWest;(12, 6);;(20, 13);1;1877
6;0.125;MoveWest;(12, 6);MoveWest;(19, 13);1;1878
6;0.125;MoveWest;(12, 6);;(19, 13);1;1879
6;0.125;MoveWest;(12, 6);MoveSouth;(19, 14);1;1880
6;0.125;MoveWest;(12, 6);;(19, 14);1;1881
6;0.125;MoveWest;(12, 6);;(19, 14);1;1882
6;0.125;MoveWest;(12, 6);;(19, 14);1;1883
6;0.125;MoveWest;(12, 6);;(19, 14);1;1884
6;0.125;MoveWest;(12, 6);;(19, 14);1;1885
6;0.125;MoveWest;(12, 6);;(19, 14);1;1886
6;0.125;MoveWest;(12, 6);;(19, 14);1;1887
6;0.125;MoveWest;(12, 6);MoveSouth;(19, 15);1;1888
6;0.125;MoveWest;(12, 6);MoveWest;(18, 15);1;1889
6;0.125;MoveWest;(12, 6);;(18, 15);1;1890
6;0.125;MoveWest;(11, 6);MoveSouth;(18, 15);1;1891
6;0.125;MoveNorthWest;(11, 6);MoveSouth;(18, 15);1;1892
6;0.125;MoveNorthWest;(11, 6);MoveSouth;(18, 15);1;1893
6;0.125;MoveNorthWest;(11, 6);MoveSouth;(18, 15);1;1894
6;0.125;MoveNorthWest;(11, 6);MoveSouth;(18, 15);1;1895
6;0.125;MoveNorthWest;(11, 6);MoveSouth;(18, 16);1;1896
6;0.125;MoveNorthWest;(11, 6);MoveSouth;(18, 16);1;1897
6;0.125;MoveNorthWest;(11, 6);MoveSouth;(18, 16);1;1898
6;0.125;MoveNorthWest;(11, 6);MoveSouth;(18, 16);1;1899
6;0.125;MoveNorthWest;(11, 6);MoveSouth;(18, 16);1;1900
6;0.125;MoveNorthWest;(11, 6);MoveSouth;(18, 16);1;1901
6;0.125;MoveNorthWest;(11, 6);MoveSouth;(18, 17);1;1902
6;0.125;MoveNorthWest;(11, 6);MoveSouth;(18, 17);1;1903
6;0.125;MoveNorthWest;(11, 6);MoveSouth;(18, 17);1;1904
6;0.125;MoveNorthWest;(10, 5);MoveSouth;(18, 17);1;1905
6;0.125;MoveWest;(10, 5);MoveSouth;(18, 17);1;1906
6;0.125;MoveWest;(10, 5);MoveSouth;(18, 17);1;1907
6;0.125;MoveWest;(10, 5);MoveSouth;(18, 18);1;1908
6;0.125;MoveWest;(10, 5);MoveWest;(17, 18);1;1909
6;0.125;MoveWest;(10, 5);;(17, 18);1;1910
6;0.125;MoveWest;(10, 5);;(17, 18);1;1911
6;0.125;MoveWest;(10, 5);;(17, 18);1;1912
6;0.125;MoveWest;(10, 5);MoveWest;(16, 18);1;1913
6;0.125;MoveWest;(10, 5);;(16, 18);1;1914
6;0.125;MoveWest;(10, 5);MoveWest;(15, 18);1;1915
6;0.125;MoveWest;(10, 5);;(15, 18);1;1916
6;0.125;MoveWest;(10, 5);MoveWest;(14, 18);1;1917
6;0.125;MoveWest;(10, 5);;(14, 18);1;1918
6;0.125;MoveWest;(9, 5);MoveWest;(14, 18);1;1919
6;0.125;;(9, 5);MoveWest;(14, 18);1;1920
6;0.125;;(9, 5);MoveWest;(14, 18);1;1921
6;0.125;;(9, 5);MoveWest;(14, 18);1;1922
6;0.125;;(9, 5);MoveWest;(14, 18);1;1923
6;0.125;;(9, 5);MoveWest;(13, 18);1;1924
6;0.125;;(9, 5);MoveWest;(13, 18);1;1925
6;0.125;;(9, 5);MoveWest;(13, 18);1;1926
6;0.125;;(9, 5);MoveWest;(13, 18);1;1927
6;0.125;;(9, 5);MoveWest;(13, 18);1;1928
6;0.125;;(9, 5);MoveWest;(13, 18);1;1929
6;0.125;;(9, 5);MoveWest;(12, 18);1;1930
6;0.125;;(9, 5);MoveWest;(12, 18);1;1931
6;0.125;;(9, 5);MoveWest;(12, 18);1;1932
6;0.125;;(9, 5);MoveWest;(12, 18);1;1933
6;0.125;;(9, 5);MoveWest;(12, 18);1;1934
6;0.125;;(9, 5);MoveWest;(12, 18);1;1935
6;0.125;;(9, 5);MoveWest;(11, 18);1;1936
6;0.125;;(9, 5);MoveWest;(11, 18);1;1937
6;0.125;;(9, 5);MoveWest;(11, 18);1;1938
6;0.125;;(9, 5);MoveWest;(11, 18);1;1939
6;0.125;;(9, 5);MoveWest;(11, 18);1;1940
6;0.125;;(9, 5);MoveWest;(11, 18);1;1941
6;0.125;;(9, 5);MoveWest;(10, 18);1;1942
6;0.125;;(9, 5);;(10, 18);1;1943
6;0.125;;(9, 5);;(10, 18);1;1944
6;0.125;;(9, 5);;(10, 18);1;1945
6;0.125;;(9, 5);MoveWest;(10, 18);1;1946
6;0.125;;(9, 5);MoveWest;(10, 18);1;1947
6;0.125;;(9, 5);MoveWest;(10, 18);1;1948
6;0.125;;(9, 5);MoveWest;(10, 18);1;1949
6;0.125;;(9, 5);MoveWest;(10, 18);1;1950
6;0.125;;(9, 5);MoveWest;(9, 18);1;1951
6;0.125;;(9, 5);MoveWest;(8, 18);1;1952
6;0.125;;(9, 5);;(8, 18);1;1953
6;0.125;;(9, 5);;(8, 18);1;1954
6;0.125;;(9, 5);MoveWest;(7, 18);1;1955
6;0.125;;(9, 5);;(7, 18);1;1956
6;0.125;;(9, 5);;(7, 18);1;1957
6;0.125;;(9, 5);;(7, 18);1;1958
6;0.125;;(9, 5);;(7, 18);1;1959
6;0.125;;(9, 5);;(7, 18);1;1960
6;0.125;;(9, 5);;(7, 18);1;1961
6;0.125;;(9, 5);;(7, 18);1;1962
6;0.125;;(9, 5);MoveEast;(8, 18);1;1963
6;0.125;;(9, 5);;(8, 18);1;1964
6;0.125;;(9, 5);MoveEast;(9, 18);1;1965
6;0.125;;(9, 5);;(9, 18);1;1966
6;0.125;;(9, 5);;(9, 18);1;1967
6;0.125;;(9, 5);;(9, 18);1;1968
6;0.125;;(9, 5);;(9, 18);1;1969
6;0.125;;(9, 5);;(9, 18);1;1970
6;0.125;;(9, 5);;(9, 18);1;1971
6;0.125;;(9, 5);MoveSouth;(9, 19);1;1972
6;0.125;;(9, 5);;(9, 19);1;1973
6;0.125;;(9, 5);;(9, 19);1;1974
6;0.125;;(9, 5);;(9, 19);1;1975
6;0.125;;(9, 5);;(9, 19);1;1976
6;0.125;;(9, 5);;(9, 19);1;1977
6;0.125;;(9, 5);;(9, 19);1;1978
6;0.125;;(9, 5);MoveSouth;(9, 20);1;1979
6;0.125;;(9, 5);MoveSouth;(9, 21);1;1980
6;0.125;;(9, 5);;(9, 21);1;1981
6;0.125;;(9, 5);;(9, 21);1;1982
6;0.125;;(9, 5);;(9, 21);1;1983
6;0.125;;(9, 5);;(9, 21);1;1984
6;0.125;;(9, 5);;(9, 21);1;1985
6;0.125;;(9, 5);;(9, 21);1;1986
6;0.125;;(9, 5);;(9, 21);1;1987
6;0.125;;(9, 5);;(9, 21);1;1988
6;0.125;;(9, 5);;(9, 21);1;1989
6;0.125;;(9, 5);MoveWest;(8, 21);1;1990
6;0.125;;(9, 5);;(8, 21);1;1991
6;0.125;;(9, 5);;(8, 21);1;1992
6;0.125;;(9, 5);;(8, 21);1;1993
6;0.125;;(9, 5);;(8, 21);1;1994
6;0.125;;(9, 5);;(8, 21);1;1995
6;0.125;;(9, 5);;(8, 21);1;1996
6;0.125;;(9, 5);MoveNorth;(8, 20);1;1997
6;0.125;;(9, 5);;(8, 20);1;1998
6;0.125;;(9, 5);;(8, 20);1;1999
6;0.125;;(9, 5);;(8, 20);1;2000
6;0.125;;(9, 5);;(8, 20);1;2001
6;0.125;;(9, 5);;(8, 20);1;2002
6;0.125;;(9, 5);MoveEast;(9, 20);1;2003
6;0.125;;(9, 5);MoveEast;(10, 20);1;2004
6;0.125;;(9, 5);;(10, 20);1;2005
6;0.125;;(9, 5);MoveEast;(10, 20);1;2006
6;0.125;;(9, 5);;(10, 20);1;2007
6;0.125;;(9, 5);;(10, 20);1;2008
6;0.125;;(9, 5);;(10, 20);1;2009
6;0.125;;(9, 5);;(10, 20);1;2010
6;0.125;;(9, 5);;(10, 20);1;2011
6;0.125;;(9, 5);;(10, 20);1;2012
6;0.125;;(9, 5);;(10, 20);1;2013
6;0.125;;(9, 5);MoveWest;(9, 20);1;2014
6;0.125;;(9, 5);;(9, 20);1;2015
6;0.125;;(9, 5);;(9, 20);1;2016
6;0.125;;(9, 5);;(9, 20);1;2017
6;0.125;;(9, 5);;(9, 20);1;2018
6;0.125;;(9, 5);;(9, 20);1;2019
6;0.125;;(9, 5);MoveNorth;(9, 19);1;2020
6;0.125;;(9, 5);;(9, 19);1;2021
6;0.125;;(9, 5);MoveNorth;(9, 18);1;2022
6;0.125;;(9, 5);;(9, 18);1;2023
6;0.125;;(9, 5);MoveNorth;(9, 17);1;2024
6;0.125;;(9, 5);;(9, 17);1;2025
6;0.125;;(9, 5);;(9, 17);1;2026
6;0.125;;(9, 5);;(9, 17);1;2027
6;0.125;;(9, 5);;(9, 17);1;2028
6;0.125;;(9, 5);;(9, 17);1;2029
6;0.125;;(9, 5);;(9, 17);1;2030
6;0.125;;(9, 5);MoveWest;(8, 17);1;2031
6;0.125;;(9, 5);;(8, 17);1;2032
6;0.125;;(9, 5);;(8, 17);1;2033
6;0.125;;(9, 5);;(8, 17);1;2034
6;0.125;;(9, 5);;(8, 17);1;2035
6;0.125;;(9, 5);;(8, 17);1;2036
6;0.125;;(9, 5);;(8, 17);1;2037
6;0.125;;(9, 5);;(8, 17);1;2038
6;0.125;;(9, 5);MoveWest;(8, 17);1;2039
6;0.125;;(9, 5);MoveWest;(8, 17);1;2040
6;0.125;;(9, 5);MoveWest;(8, 17);1;2041
6;0.125;;(9, 5);MoveWest;(8, 17);1;2042
6;0.125;;(9, 5);MoveWest;(8, 17);1;2043
6;0.125;;(9, 5);MoveWest;(7, 17);1;2044
6;0.125;;(9, 5);MoveWest;(7, 17);1;2045
6;0.125;;(9, 5);MoveWest;(7, 17);1;2046
6;0.125;;(9, 5);MoveWest;(7, 17);1;2047
6;0.125;;(9, 5);MoveWest;(7, 17);1;2048
6;0.125;;(9, 5);MoveWest;(7, 17);1;2049
6;0.125;;(9, 5);MoveWest;(6, 17);1;2050
6;0.125;;(9, 5);MoveWest;(6, 17);1;2051
6;0.125;;(9, 5);MoveWest;(6, 17);1;2052
6;0.125;;(9, 5);MoveWest;(6, 17);1;2053
6;0.125;;(9, 5);MoveWest;(6, 17);1;2054
6;0.125;;(9, 5);MoveWest;(6, 17);1;2055
6;0.125;;(9, 5);MoveWest;(5, 17);1;2056
6;0.125;;(9, 5);MoveSouth;(5, 17);1;2057
6;0.125;;(9, 5);MoveSouth;(5, 17);1;2058
6;0.125;;(9, 5);MoveSouth;(5, 17);1;2059
6;0.125;;(9, 5);MoveSouth;(5, 17);1;2060
6;0.125;;(9, 5);MoveSouth;(5, 17);1;2061
6;0.125;;(9, 5);MoveSouth;(5, 18);1;2062
6;0.125;;(9, 5);;(5, 18);1;2063
6;0.125;;(9, 5);;(5, 18);1;2064
6;0.125;;(9, 5);;(5, 18);1;2065
6;0.125;;(9, 5);;(5, 18);1;2066
